TicketID,SupportMessage,SupportLabel
89283,I feel anxious missing events,Burnout_Complaint
85774,I feel anxious missing events,Burnout_Complaint
86519,This game is becoming stressful instead of fun,Burnout_Complaint
81749,"Please reduce the grind, it's exhausting",FOMO_Stress
80781,Can you add break reminders?,Addiction_Concern
87548,I need help controlling my playtime,Burnout_Complaint
86823,The daily missions force me to log in too much,Burnout_Complaint
82105,I need help controlling my playtime,Grind_Exhaustion
83867,Can you add break reminders?,FOMO_Stress
87193,The daily missions force me to log in too much,Burnout_Complaint
84976,The daily missions force me to log in too much,Grind_Exhaustion
82113,"Please reduce the grind, it's exhausting",Break_Reminder_Request
85879,I need help controlling my playtime,Burnout_Complaint
83970,I feel anxious missing events,Burnout_Complaint
89259,I'm getting headaches but still playing for rewards,Grind_Exhaustion
87264,I need help controlling my playtime,FOMO_Stress
81577,The pressure to finish quests is too high,Burnout_Complaint
89203,The pressure to finish quests is too high,Break_Reminder_Request
82274,The daily missions force me to log in too much,Burnout_Complaint
84869,I'm getting headaches but still playing for rewards,Break_Reminder_Request
86744,I feel overwhelmed by the time-limited events,Addiction_Concern
82426,Can you add break reminders?,Addiction_Concern
85546,This game is becoming stressful instead of fun,Break_Reminder_Request
86852,I'm getting headaches but still playing for rewards,FOMO_Stress
82551,This game is becoming stressful instead of fun,Burnout_Complaint
86411,I need help controlling my playtime,Burnout_Complaint
80007,I need help controlling my playtime,Addiction_Concern
88087,This game is becoming stressful instead of fun,Break_Reminder_Request
82555,Can you add break reminders?,Burnout_Complaint
80475,I'm getting headaches but still playing for rewards,Burnout_Complaint
85416,I feel overwhelmed by the time-limited events,FOMO_Stress
88676,The daily missions force me to log in too much,Grind_Exhaustion
87239,"Please reduce the grind, it's exhausting",Addiction_Concern
86710,I need help controlling my playtime,Addiction_Concern
